Index,Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
12145971,c9b1fed40b27026e288bd05cbcfca0bdd460db1b,6246eb8a405bf567621bf47fbcbf5325b7e8132f1d88362c54a4f224b47b8a0449d690357dc2323b6e36eea2354ec55cafe32d2d6d657748c10be1df49f6aa04,08/10/2016 02:30:00 PM,08/10/2016 02:45:00 PM,900.0,10.0,,,76.0,,$26.75,$0.00,$0.00,$5.50,$32.25,Cash,Chicago Medallion Leasing INC,41.980264315,-87.913624596,POINT (-87.913625 41.980264),,,
12153070,c9d04cf4020f875282453b88c615375385efe6ae,4b7d4f7564151f5ed13b585419c1aea363ddf42e93bb4052d5ebba5f8d520afad2acb1e46c677f5d4442a7772e5d1a2b16b0cfa35d09b86b7c03fb544bf2f8d4,04/30/2016 10:45:00 PM,04/30/2016 11:00:00 PM,900.0,1.9,17031280100.0,17031081500.0,28.0,8.0,$9.75,$2.15,$0.00,$1.00,$12.90,Credit Card,Taxi Affiliation Services,41.885300021999996,-87.642808466,POINT (-87.642808 41.8853),41.892507781,-87.626214906,POINT (-87.626215 41.892508)
12219465,cae843ac04041c580845abc73873024dc52473e3,42dc625d3d8ac379a07acaf3a3bea2ac319ad318629df10eecc2f6ac3a98bc11c68d4d97549779d5978ba8afc992282b9d5d0f645f6e0938058ee02c16248073,05/24/2016 04:15:00 AM,05/24/2016 04:15:00 AM,540.0,0.2,17031241600.0,17031839100.0,24.0,32.0,$12.25,$0.00,$0.00,$2.00,$14.25,Cash,Taxi Affiliation Services,41.906650766,-87.66533766,POINT (-87.665338 41.906651),41.880994471,-87.632746489,POINT (-87.632746 41.880994)
12222687,caf5beb1c5b74f248051acb7bdaf3aef62d26697,9800fdca9b301619150933296305899f95b042c46ff4c4d8e132d50d914839482c5aded1517af215798c2d4370729097d7c8f408c180946ea08d344c7cff117e,07/21/2016 08:45:00 PM,07/21/2016 09:00:00 PM,480.0,2.5,,,,,$9.50,$0.00,$0.00,$0.00,$9.50,Cash,,,,,,,
12223473,caf9090237f3c3f136903cb21e19d44d5deda13f,109abe8a46228594d0f3d857a4d92992b3cb10f6391ca4fb38fedaad68fb67ba58c2c632d52f9a4992d56d45bf96e5fca3e276ef939ada55e4e15e0a4b9a6bca,03/29/2016 06:00:00 AM,03/29/2016 06:30:00 AM,1320.0,17.7,17031839100.0,17031980000.0,32.0,76.0,$43.50,$4.00,$0.00,$1.00,$48.50,Credit Card,Dispatch Taxi Affiliation,41.880994471,-87.632746489,POINT (-87.632746 41.880994),41.97907082,-87.90303966100001,POINT (-87.90304 41.979071)
12232578,cb1ed1cfd5e8c8fb48b6a304042b8742cfe506a5,f4ac2b4d345f1172f2b2d4e1ed05b721aa2f4a53c0baafa6cfa823fb9c06f745ef4fbafe1c2394431b58b18f6444dbb3565e7a7691891dfe706c5ba337ff4842,05/10/2016 11:15:00 AM,05/10/2016 11:15:00 AM,0.0,0.0,,,,,$9.50,$1.80,$0.00,$0.00,$11.30,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
12238062,cb36c7e4d9bb6f3d8fc43261e51dedfd81a4e229,49c7419cb833c4208dbc10ac896577053817af7ced62ebdaee48ccd604ea46ab9fa5595b56f3966968dbba079d125bb583bdf886f605ad26bf7c5a8a547308f4,04/16/2016 10:45:00 PM,04/16/2016 10:45:00 PM,0.0,0.0,,,,,$10.50,$2.10,$0.00,$0.00,$12.60,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
12251775,cb70f4e4ecd2973468b58462d0b536b2a8629ba4,2f2cb1883a72f863ec4961a3a5fd414c893e2bece6c5b4469aebc5acb5ffbbffbd69a81c0b62201a725b405f7db41b728853ea8641ee7bec1d46b53ee8525bf4,08/27/2016 07:30:00 AM,08/27/2016 07:45:00 AM,360.0,1.6,,,32.0,8.0,$7.00,$0.00,$0.00,$1.50,$9.00,Credit Card,,41.878865584,-87.625192142,POINT (-87.625192 41.878866),41.899602111,-87.633308037,POINT (-87.633308 41.899602)
12282733,cbf38810da68b06774638f7f9bc9a03d3b5a0aec,f242ba88da1d273fec3ba6ea4156487adb5608cb1fc5bc748804f7fd117e2ead2140c1a08fa5ad9a084b10ee0670b353f52cbb7ea39dc26db79ca7d316609454,02/05/2016 08:15:00 AM,02/05/2016 08:15:00 AM,540.0,0.0,,,,,$14.00,$0.00,$0.00,$0.00,$14.00,Cash,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
12303258,cc4a49beecdeb83e8924ea5ca4465da9d45a4c1b,ff17670d96389440510dbf6c0dbfa442be6431b76d0d4cfa0cf7acbd600749eaa3a625c92a1c4eb20ec68e25a7c74cba7127002d45507700d5f3686dfb24ef27,02/11/2016 10:45:00 AM,02/11/2016 10:45:00 AM,0.0,0.0,,,,,$43.00,$8.60,$0.00,$0.00,$51.60,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
12304919,cc51611cf0565b59285db53f60148075d2a96459,89d7c3661ea2a18788208353439abb6d3f252b7c672ba8257c318c2e5fe17d6ad7b8879d78ff5814a3c3b501d09cdd654c4461ce68e266e8815c96a73a94e018,04/08/2016 10:15:00 PM,04/08/2016 10:30:00 PM,720.0,3.9,17031080202.0,17031062300.0,8.0,6.0,$12.75,$0.00,$0.00,$1.00,$13.75,Cash,Choice Taxi Association,41.905857769,-87.63086502700001,POINT (-87.630865 41.905858),41.9416281,-87.661443368,POINT (-87.661443 41.941628)
12344270,ccf750c178abfec9eeb45c486f9aaeb62d803b4e,cf176d052fcb91b2d881dd619edb887d3de0f2a9bb739b7d22a9fb4293e6b08aae93ed76f3c1ab723e398aeec09df2d7937dd6b0f41b7546a0513557a8346463,07/17/2016 09:00:00 PM,07/17/2016 09:15:00 PM,720.0,3.2,17031842300.0,17031070500.0,24.0,7.0,$11.50,$0.00,$0.00,$1.00,$12.50,Cash,,41.89830587,-87.65361398200001,POINT (-87.653614 41.898306),41.928945904,-87.66089257,POINT (-87.660893 41.928946)
12361100,cd3de18db380ff5630bd34cfd96185318baa27e6,5ebaf79b86d44c69d7b281226c56d6a1117e9b9ae5fa8d5eb3c4a6f908570bf60b713fa8c234061c6245514c93cca50fb9c842ce7065030dc5ce3812b06dd1b2,07/22/2016 06:45:00 PM,07/22/2016 07:00:00 PM,360.0,0.9,,17031320100.0,,32.0,$6.25,$0.00,$0.00,$0.00,$6.25,Cash,Top Cab Affiliation,,,,41.884987192,-87.620992913,POINT (-87.620993 41.884987)
12391154,cdbc4fbe26ce84cbd88379f6bb6a5b93936af4bc,ace613150343ec9584249a0595c0c35af8e99fad625adec983a32420c878b55b90e3d8a1432cc83f9bb06880794220afecdf30e99903b98e80f32395c77f1839,03/13/2016 03:00:00 AM,03/13/2016 03:00:00 AM,0.0,0.0,,,,,$6.25,$1.56,$0.00,$0.00,$7.81,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
12399889,cde13b903176e2d5349d4355ebbe402a72d1e004,01271057890af916c8ee4890c076e44fb6ac327a1868de0c1e09ecf6456e2fffc5c3e3239d5c24b7f5bdaea5ee8462c0ded5c0d94949295d737cb05331de8d93,01/21/2016 01:30:00 PM,01/21/2016 01:30:00 PM,0.0,0.0,,,,,$13.25,$2.00,$0.00,$0.00,$15.25,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
12403384,cdf005c90396447b3aff5a4bda8ee4f61429a66b,28874ca106e42098e711a7568fa2fb514b2c92de46fe3bdaaaf13d4d7605aa82a6d66918d633c8dce14c91b8caf2c867c31311ce7e8caf962dc7e7be0ea1a0d3,02/09/2016 04:45:00 PM,02/09/2016 04:45:00 PM,300.0,1.0,17031320100.0,17031081300.0,32.0,8.0,$6.00,$0.00,$0.00,$0.00,$6.00,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.620993 41.884987),41.898331794,-87.620762865,POINT (-87.620763 41.898332)
12406531,cdfcef72b65233642a74000512a293f11cc0ac0d,07009b8e9b32f36656567f7809b970af38e59dbb58704a3fec6ff88b4353ffa6c1dc9724ee7ca35eb7d2a4aac92ec2e735d0824fdb3356807626a5a220b773c0,01/08/2016 03:15:00 AM,01/08/2016 03:15:00 AM,0.0,0.0,,,,,$8.25,$2.00,$0.00,$0.00,$10.25,Credit Card,Suburban Dispatch LLC,,,,,,
12429372,ce5c8840dee2427eb3768fed44b8051cb1bbd2da,b5a21997b8755bd03ab2f95a8a2e4e486e08e076921827bfe87c842b2bb1b617df09e5bf7aadfc11682560d2838dad34e2ed3de84ba0fe0147129b8c3dd4be19,04/15/2016 09:45:00 PM,04/15/2016 10:00:00 PM,900.0,0.2,17031281900.0,17031080100.0,28.0,8.0,$13.25,$0.00,$0.00,$0.00,$13.25,Cash,Taxi Affiliation Services,41.879255084,-87.642648998,POINT (-87.642649 41.879255),41.907520075,-87.62665890000001,POINT (-87.626659 41.90752)
12502819,cf91468f37f3f8a07d9e38797bab6515182c3117,5067aae3d9e1474101b1df5c6b7fe79389e429ea7d820315b964dade113f9db00fd09bdaae86c17e22b9e197059dbc86b2c7e36ce25358737993f757f0b26e94,05/06/2016 07:30:00 PM,05/06/2016 08:00:00 PM,1620.0,11.5,,,76.0,5.0,$31.00,$5.00,$0.00,$4.00,$40.50,Credit Card,,41.980264315,-87.913624596,POINT (-87.913625 41.980264),41.947791586,-87.683834942,POINT (-87.683835 41.947792)
12535751,d01bb33edea898f751bed75eb4c476767246c0e1,995d744677dd6d3a54cdb1a7bd650ef9527c9d296f3d08afc2942832a057fb6323a01cb61d062009482c88f60b94cf32e052468f92fcc963b442dd77c10d0e93,03/22/2016 10:45:00 PM,03/22/2016 11:15:00 PM,1560.0,19.3,17031320400.0,17031980000.0,32.0,76.0,$47.75,$0.00,$0.00,$0.00,$47.75,Cash,,41.877406123,-87.62197165200001,POINT (-87.621972 41.877406),41.97907082,-87.90303966100001,POINT (-87.90304 41.979071)
12544322,d03fefb3d815935796cee7a4a78b00da4269b6ca,2dcd35f7436841b0e5389ad00dbe5d9864cb82afb51818d96bbc48a9b7100ff6dafc50b4a7406a2053a78cff544b6a1b190350bf1dd679f9ac0a980e2f0a3d1e,06/06/2016 08:15:00 PM,06/06/2016 08:30:00 PM,1680.0,1.0,17031980000.0,,76.0,,$40.75,$34.30,$0.00,$7.00,$82.05,Credit Card,Blue Ribbon Taxi Association Inc.,41.97907082,-87.90303966100001,POINT (-87.90304 41.979071),,,
12546784,d04a79872de9def6beb422a28b2e64364c43e994,34cc224d2eafcfb8d3cb4a89a0e099b23997cd300aa35acdc3b02ad10226f158f2de0093ac1303c52748783ab79676b640ff8a429c1f9e4bf05673cbfb1fa4ae,08/22/2016 07:15:00 PM,08/22/2016 07:30:00 PM,360.0,1.1,17031280100.0,17031243500.0,28.0,24.0,$6.25,$1.00,$0.00,$0.00,$7.25,Credit Card,Dispatch Taxi Affiliation,41.885300021999996,-87.642808466,POINT (-87.642808 41.8853),41.892658108,-87.652534484,POINT (-87.652534 41.892658)
12564089,d0934e31d92254a37b65ade60cab30165e150336,04253d27e5454923da44da2150369ac68e5c49c512b85647e4b71cf7d0654b3b1c7c68e461834143b87f6b7c1fabe05655ddee5523c220f9bcffc752cff3b0ae,06/16/2016 07:45:00 PM,06/16/2016 08:30:00 PM,3300.0,16.8,17031980000.0,17031063200.0,76.0,6.0,$43.75,$0.00,$0.00,$4.00,$47.75,Cash,,41.97907082,-87.90303966100001,POINT (-87.90304 41.979071),41.938391258,-87.63857492,POINT (-87.638575 41.938391)
12566751,d09e3edbb6f56b6a43fea6bb351d9f012708ac07,ad7483003b6f955fcbcf74d4c9273fc13d97df1755f0b65cca9acdf83ac3da39c5f4e473dcacd3ebd5437a6915bc008daa88d818cf0dbb1491c2282dd495ef5d,04/08/2016 02:45:00 PM,04/08/2016 03:00:00 PM,780.0,3.8,,,76.0,,$12.75,$0.00,$0.00,$4.00,$16.75,Cash,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913625 41.980264),,,
12572171,d0b575a3e900cdb7a171de7cd298cbf559000177,b5c33c47b123870895f56c87207368e3891752795531ccdf787546499910e9348c048a0c21d520952b1a6e4b4e9d7c341b6fbee4639c48326b55100092662dfd,01/20/2016 06:30:00 PM,01/20/2016 06:45:00 PM,1320.0,10.3,,,8.0,39.0,$27.75,$5.55,$0.00,$0.00,$33.30,Credit Card,,41.899602111,-87.633308037,POINT (-87.633308 41.899602),41.808916283,-87.596183344,POINT (-87.596183 41.808916)
12630666,d1ac61d50dd721c50e6a7b09d1410ff73c7c4985,05af46c115bd8e274a8528cde1449db2a7cab3cd5739ccbf5467c4fc90101c62a5f54263765149640b255f3d474cfa377c02366a0ea2aa0c82b4f3f32414bf00,01/27/2016 08:45:00 PM,01/27/2016 09:00:00 PM,300.0,1.1,,,6.0,3.0,$6.25,$3.00,$0.00,$0.00,$9.25,Credit Card,,41.944226601,-87.655998182,POINT (-87.655998 41.944227),41.96581197,-87.655878786,POINT (-87.655879 41.965812)
12651263,d202623062ce46d7d9d08524b51b80c7479c56ee,29f4337da744df533094f35b8661ea3d9bf7a3b187530418c76522a9bea3712d13a96a04c83d77ee0ad8944c9d0e3228f00cfb3e77011077cbb68021ee5481c9,01/15/2016 06:45:00 PM,01/15/2016 06:45:00 PM,300.0,0.7,,,3.0,3.0,$5.75,$0.00,$0.00,$0.00,$5.75,Cash,,41.96581197,-87.655878786,POINT (-87.655879 41.965812),41.96581197,-87.655878786,POINT (-87.655879 41.965812)
12664677,d23ae275793a9d09cce84ccf2336c4442afab9fa,2981edd199f55bdc8b5ed188de69e9f5d8116ae8d7a434fa0574d57740840e697755e4e77bb4ce8265289b6548d53674a5ac16dde44c3cf653e3ce1c8e064265,05/13/2016 03:30:00 AM,05/13/2016 03:45:00 AM,720.0,4.2,,,8.0,8.0,$13.75,$0.00,$0.00,$1.00,$14.75,Cash,,41.899602111,-87.633308037,POINT (-87.633308 41.899602),41.899602111,-87.633308037,POINT (-87.633308 41.899602)
12682642,d2864df0eebd0b6ace0ea734219301cc9bbe3180,19338c11fca35d3542a664a84f9918bd000b5de613385a9d5200e097b42a6e46d48511424a8ed79d1be14a21e2359882691da2fa78bb4ae617db2748689bf89f,01/31/2016 08:00:00 AM,01/31/2016 08:00:00 AM,60.0,0.0,,,,,$3.25,$0.00,$0.00,$0.00,$3.25,Cash,Blue Ribbon Taxi Association Inc.,,,,,,
12699668,d2ce573a19a2bb36c30eb4638f4100c9f4ce2006,b07a41c369d99e7e7638e698063efe74c8cd8c25e3e9e88418e4e06ebd947953aae331941132ca50b045c38c7b1e347867ff2eaa181a665e478a66c3ebe74239,08/12/2016 10:30:00 PM,08/12/2016 10:45:00 PM,540.0,1.1,17031320100.0,17031320600.0,32.0,32.0,$7.00,$0.00,$0.00,$0.00,$7.00,Cash,Northwest Management LLC,41.884987192,-87.620992913,POINT (-87.620993 41.884987),41.870607371999995,-87.622172937,POINT (-87.622173 41.870607)
12702666,d2daf97e14afee37837aee5bf5b8be16bbcb8856,567c4d46516a4e135fc8bf6677168690e8d884a94992070effb5df68c4f80b9c82dda9d9e5678753945dc1aae829887ba8ddbe28b6da1646d8a835ce22291979,06/04/2016 12:30:00 AM,06/04/2016 12:45:00 AM,840.0,6.1,,,24.0,24.0,$18.25,$4.81,$0.00,$1.00,$24.56,Credit Card,,41.901206994,-87.676355989,POINT (-87.676356 41.901207),41.901206994,-87.676355989,POINT (-87.676356 41.901207)
12707764,d2f0eb9f8fc558bc16ede755c43fe499e5ed4b78,bd2bb222f12bbd1e738432cafdf7d8c345799df3118510528e37b0374b345cc4b3d418d33380e62572353ea34e7d6030b4fede789434364e2edd8d5e6a217575,08/08/2016 08:30:00 AM,08/08/2016 09:00:00 AM,1020.0,2.0,,,,,$10.75,$0.00,$0.00,$0.00,$10.75,Cash,,,,,,,
12718529,d31db3cd781d5d94343198249f55c8cab563efea,89bfd3f9c1a6014be246046cff548f19edbcb2030d129c98475f43f8bce58efd40f40cc69ca27e6665dbe596070ce5d196f77bc4449c9b1ee0b5647ac687abb5,06/11/2016 06:00:00 PM,06/11/2016 06:15:00 PM,600.0,0.1,17031081500.0,17031071500.0,8.0,7.0,$8.75,$0.00,$0.00,$2.00,$10.75,Cash,Taxi Affiliation Services,41.892507781,-87.626214906,POINT (-87.626215 41.892508),41.914616286,-87.631717366,POINT (-87.631717 41.914616)
12739718,d3769afec8ab2ed6ed2efc223099699abfdee667,a7dedd8ccd5ee04c6602df618753e1c85d1447c8d46c42fcdd9b1f95ee8238180a5e760d53028d31da070faf7be841506792cfad34a6e6889028c8e174bb83ce,08/19/2016 01:45:00 AM,08/19/2016 02:00:00 AM,720.0,0.0,,,3.0,8.0,$19.00,$4.00,$0.00,$1.00,$24.00,Credit Card,Taxi Affiliation Services,41.96581197,-87.655878786,POINT (-87.655879 41.965812),41.899602111,-87.633308037,POINT (-87.633308 41.899602)
12740882,d37b5852870767336bda98c023e4bf535b7f16bb,2059659f66366de2e2b2e0ea721c8a4f18d61f51547a04b359ed84510af152701b3d912f8cab34a83cf6e39812d037d677d9c92aa4484fc512b7443433289f8c,04/29/2016 03:00:00 PM,04/29/2016 03:00:00 PM,180.0,0.7,17031081402.0,17031081403.0,8.0,8.0,$5.25,$0.00,$0.00,$1.00,$6.25,Cash,,41.891971508000005,-87.612945414,POINT (-87.612945 41.891972),41.890922026,-87.618868355,POINT (-87.618868 41.890922)
12749742,d3a0e652f101867634c82ff4975971a4d88cad12,bc63ae0c7ee45051c7f3d02cdb650d855e0dd0f4a3ecbe30abfb4d193407118323b9265a861e6cd0304e6255e4b9fd32f8885a7b9d777eae5966b4c67dbb8d1c,06/21/2016 12:15:00 PM,06/21/2016 12:30:00 PM,420.0,0.72,17031320100.0,17031081403.0,32.0,8.0,$6.00,$0.00,$0.00,$0.00,$6.00,Cash,,41.884987192,-87.620992913,POINT (-87.620993 41.884987),41.890922026,-87.618868355,POINT (-87.618868 41.890922)
12779372,d41db471cc6f0b400d4a1c20ad8585686e029555,8c649a39a5077fa03ae1e6a6fc1930ad5ca7cf44470692e699c6e9234366d637c36d808a222340160bb693e1ddbf2fe72d000c7f8035d63d0c1de55fe6e7b0b4,06/06/2016 01:45:00 PM,06/06/2016 02:00:00 PM,720.0,3.2,17031330100.0,17031081401.0,33.0,8.0,$11.50,$2.30,$0.00,$0.00,$13.80,Credit Card,4623 - 27290 Jay Kim,41.859349715,-87.617358006,POINT (-87.617358 41.85935),41.89503345,-87.61971067200001,POINT (-87.619711 41.895033)
12801256,d47931d46597180a47367ca817e2d629b9cdbb2d,0a89c89d2e743b2f137de7f7a068a45ec486cef6dba0d4c3b193dc28a31a0c91fb318379ce720f6c0be9af2bc93d148009a5011f2cbea1133077f65a8507f283,08/24/2016 05:30:00 PM,08/24/2016 06:30:00 PM,3240.0,18.1,17031980000.0,17031320100.0,76.0,32.0,$46.50,$10.30,$0.00,$5.00,$62.30,Credit Card,,41.97907082,-87.90303966100001,POINT (-87.90304 41.979071),41.884987192,-87.620992913,POINT (-87.620993 41.884987)
12846003,d5356e088dd2ae78c8e305358d71c1be585302da,e1a37664dc97767dc74892e703a6d073c4ca430ae1bd8c5b433313a81288a946d468665be0ee177c3d1cecce63a8b5fb4fad4350a90ad192eeb2ec4c7258667e,04/18/2016 06:45:00 PM,04/18/2016 07:30:00 PM,2100.0,17.8,17031281900.0,17031980000.0,28.0,76.0,$44.00,$11.00,$0.00,$0.00,$55.00,Credit Card,KOAM Taxi Association,41.879255084,-87.642648998,POINT (-87.642649 41.879255),41.97907082,-87.90303966100001,POINT (-87.90304 41.979071)
12865007,d5861ceda8885d330a5eb82a4b2196caf6210dad,d2e2551b3aeca409d73dc8ba0b05d74238d8c7c716e8e0fbdd1d6ddda8bd1990bed76e7220caeb027bcc7672d125b264664e1d06c530c48cee1c90b8010db76c,04/11/2016 06:00:00 PM,04/11/2016 06:00:00 PM,360.0,1.4,,,5.0,6.0,$6.50,$0.00,$0.00,$0.00,$6.50,Cash,Dispatch Taxi Affiliation,41.947791586,-87.683834942,POINT (-87.683835 41.947792),41.944226601,-87.655998182,POINT (-87.655998 41.944227)
12896373,d60a41d50f521e5566332c5b3017099d466e00d6,6fa0e4539c014c973a077335506313a86ca25d391b00099142978b10701f62f972d3817de4397f770d5bee069077e1d8f4f812dc5116530c38381abdbf3bd277,02/15/2016 10:45:00 AM,02/15/2016 11:15:00 AM,1620.0,13.6,,,76.0,7.0,$35.25,$7.85,$0.00,$4.00,$47.10,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913625 41.980264),41.922686284,-87.649488729,POINT (-87.649489 41.922686)
12923208,d67c19ff1c5c785ed28530a24a8b3379901a30f6,684618a744e304e71cff13d01bb6866e6ef7f56a40636dd47535d23f0137de0d55e854d06657c68789bd83d88d761c51d5535c45a53c4d39e8dd3af684015778,05/05/2016 09:30:00 AM,05/05/2016 09:30:00 AM,420.0,0.0,17031839100.0,17031081401.0,32.0,8.0,$7.00,$0.00,$0.00,$0.00,$7.00,Cash,Blue Ribbon Taxi Association Inc.,41.880994471,-87.632746489,POINT (-87.632746 41.880994),41.89503345,-87.61971067200001,POINT (-87.619711 41.895033)
12929616,d697fc13ce1eff1a41f2838721c5857ba57dbf24,bb580bc1fe37f0f3d911e4a7323a0e4d42a936c715699b15b4f851eff54648c0e9d19956a80b67f716975be3a0ae6b79dc9bcdddcbfd3890de8b4959e1974ef9,03/10/2016 09:00:00 PM,03/10/2016 09:15:00 PM,360.0,0.0,17031081800.0,17031833000.0,8.0,28.0,$6.50,$2.00,$0.00,$0.00,$8.50,Credit Card,Blue Ribbon Taxi Association Inc.,41.89321636,-87.63784421,POINT (-87.637844 41.893216),41.88528132,-87.65723320000001,POINT (-87.657233 41.885281)
12968226,d738f5c2108f96e125adf594c771e7aec6d04536,f17ab0698b8c6ca146d267a064142f94caf779355f0f116cda27903309c82fdd188211c3203c610ac5a2eb8855e560a790bed6447d278ff079f52c6eb68b4b90,05/10/2016 10:15:00 AM,05/10/2016 10:30:00 AM,720.0,0.9,17031081700.0,17031839100.0,8.0,32.0,$7.75,$0.00,$0.00,$1.00,$8.75,Cash,Taxi Affiliation Services,41.892042136,-87.63186395,POINT (-87.631864 41.892042),41.880994471,-87.632746489,POINT (-87.632746 41.880994)
12994545,d7a86659054b3a1f18ec6ed8a8d80e3a7f1b7cf9,3c0161e62a7344b442d21a208d41053ee0bf1470d74cbdb2b86d1447f4eef3381822255acbc686e6c81f80ae2481ae6eefc6923a19e5f464cca1f9fb771a7714,01/09/2016 12:45:00 PM,01/09/2016 01:00:00 PM,420.0,1.0,17031081201.0,17031320100.0,8.0,32.0,$6.25,$0.00,$0.00,$0.00,$6.25,Cash,,41.899155613000005,-87.626210532,POINT (-87.626211 41.899156),41.884987192,-87.620992913,POINT (-87.620993 41.884987)
13004423,d7d15e6f56180b87bf815368d6780d12a37196b8,e06a6382364d8409c0ae0dfbe8ccaa3ef1b17803701654a45e93fc6c0e4b787f9a5e98da9ea8eb1dc3fce21b8fd267344ad1af04675f800e67ef03c07e7effd4,02/10/2016 05:30:00 PM,02/10/2016 05:45:00 PM,1020.0,1.9,17031081201.0,17031320400.0,8.0,32.0,$10.50,$0.00,$0.00,$0.00,$10.50,Cash,,41.899155613000005,-87.626210532,POINT (-87.626211 41.899156),41.877406123,-87.62197165200001,POINT (-87.621972 41.877406)
13031648,d844de9c56b184c86ee2896b1a39dc9c9b89438a,84937ddc08032edf6f8ee213ac09b179ebd2cdc585a015b41389942ffd0d496971e4ef13174231e7c8f32676d4023dd90d61925985eaa896dc0a5909ca0f6180,06/20/2016 12:15:00 PM,06/20/2016 12:15:00 PM,0.0,0.0,17031081500.0,17031980100.0,8.0,56.0,$3.25,$0.00,$0.00,$0.00,$3.25,Cash,,41.892507781,-87.626214906,POINT (-87.626215 41.892508),41.785998518,-87.750934289,POINT (-87.750934 41.785999)
13036750,d85b0faea7997ba8f5c51806dbc5426845f87d46,9af6b0c81ba32e6a936477a20d967b98b22bc2b28086665da32c6ebab4d06c0f0edc705c3e976f4bc51f2bf2ba26c1092062b412fb7e8d7570fffa011a546465,02/12/2016 04:30:00 PM,02/12/2016 04:30:00 PM,240.0,0.8,17031839100.0,17031280100.0,32.0,28.0,$5.25,$0.00,$0.00,$1.00,$6.25,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.632746 41.880994),41.885300021999996,-87.642808466,POINT (-87.642808 41.8853)
13064248,d8ce6e5e1d709dd3efa7358be2beabb45cbf3128,0d1c753cb3c4cd4266f1f283965e86332c48d5f6c091d4d354705c8df2eb5e8c08c8d74651bde7f70581b405554676c8e687ecc962ed26d98312efa1ecb74430,09/25/2016 05:30:00 PM,09/25/2016 05:45:00 PM,480.0,0.1,17031839100.0,17031833000.0,32.0,28.0,$8.00,$1.00,$0.00,$1.00,$10.00,Credit Card,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.632746 41.880994),41.88528132,-87.65723320000001,POINT (-87.657233 41.885281)
13072188,d8f085aaea3749fff415ac11c124a49a5e662641,5cffb97a6fd517bd5bc14f2d55ded4698066eb285e8c0234d27f2539212b3732e8c43290d848a8a381934266de9f681f38cb9c40abd39ce41a45c34321eb9eb8,05/06/2016 04:45:00 PM,05/06/2016 04:45:00 PM,0.0,0.0,,,,,$8.25,$2.00,$0.00,$0.00,$10.25,Credit Card,Suburban Dispatch LLC,,,,,,
13072531,d8f1e2b96b15a668906abde8bc946435859f1457,f8724a2b8699bcdff50f2dc3b195671bccfad6b55b122bb1198ba67cef269f9b9a29498ff9aba13ff6f01a49a62a6f70dde15cbfaa8c6d7493bab950245d9595,01/14/2016 02:45:00 PM,01/14/2016 02:45:00 PM,0.0,0.0,,,,,$9.50,$1.90,$0.00,$0.00,$11.40,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
13143977,da21ffb37afef7142ea3edc263dfe1c9a4311ed1,17a313ad40ea410818634782c7202abda7ce5289dc03f9e09593f69bebeed12b0822b476540ea1b0b15d01e84a749139ae99a7659ff7fd090722c4601aa55a1a,07/24/2016 12:45:00 AM,07/24/2016 01:00:00 AM,1140.0,0.0,17031320600.0,17031081300.0,32.0,8.0,$12.00,$0.00,$0.00,$1.00,$13.00,Cash,Taxi Affiliation Services,41.870607371999995,-87.622172937,POINT (-87.622173 41.870607),41.898331794,-87.620762865,POINT (-87.620763 41.898332)
13160507,da67c5abbc6b0c1df39b67151a0fc4b85d8c2a2d,adc7f5196ba6908039ab7f7c384e90679421398872034128ff9215bb3926c766cfe57e3caab7d0683afbfa4836b4e9247b60bc10cdfdb2c5043f7b1ed8ed899f,09/07/2016 05:15:00 PM,09/07/2016 05:15:00 PM,0.0,0.0,17031281900.0,17031281900.0,28.0,28.0,$1.11,$0.00,$0.00,$0.00,$1.11,Cash,Dispatch Taxi Affiliation,41.879255084,-87.642648998,POINT (-87.642649 41.879255),41.879255084,-87.642648998,POINT (-87.642649 41.879255)
